"cig";"cig_accordo_quadro";"numero_gara";"oggetto_gara";"importo_complessivo_gara";"n_lotti_componenti";"oggetto_lotto";"importo_lotto";"oggetto_principale_contratto";"stato";"settore";"luogo_istat";"provincia";"data_pubblicazione";"data_scadenza_offerta";"cod_tipo_scelta_contraente";"tipo_scelta_contraente";"cod_modalita_realizzazione";"modalita_realizzazione";"codice_ausa";"cf_amministrazione_appaltante";"denominazione_amministrazione_appaltante";"sezione_regionale";"id_centro_costo";"denominazione_centro_costo";"anno_pubblicazione";"mese_pubblicazione";"cod_cpv";"descrizione_cpv";"flag_prevalente"
"23170244B0";"";"2394581";"DISPOSITIVI MEDICI VARI";"19900.0";"1";"DISPOSITIVI MEDICI VARI";"19900.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2011-05-05";"24";"AFFIDAMENTO DIRETTO";"7";"ACQUISIZIONE IN ECONOMIA";"0000169632";"00913220240";"UNITA  LOCALE SOCIO SANITARIA N. 5";"SEZIONE REGIONALE VENETO";"BCB35364-A594-477F-AC0F-418A4B68FDAD";"U.O.C. APPROVIGIONAMENTI GENERALI ED ECONOMALI";"2007";"2";"33140000-3";"MATERIALI MEDICI NON CHIMICI DI CONSUMO E MATERIALE DI CONSUMO EMATOLOGICO.";"1"
"00037484F1";"";"5965";"AMPLIAMENTO CENTRO PER I SERVIZI ALL'ANZIANO ING. C. TESTOLINI";"869424.0";;"AMPLIAMENTO CENTRO PER I SERVIZI ALL'ANZIANO";"869424.16";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-03-19";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000154484";"00086680253";"COMUNE DI LIMANA";"SEZIONE REGIONALE VENETO";"1660";"UFFICIO TECNICO MANUTENTIVO";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0002050BB3";"";"2552";"COSTRUZIONE DELLA NUOVA SEDE DEL MACELLO SOVRACOMUNALE ?VALLE DEL RENO? IN LOCALITÀ IL LAGO IN COMUNE DI CASTEL DI CASIO (BO)";"1088326.0";;"STRUTTURA";"1088326.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-03-24";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000174610";"01163330374";"COMUNITA' MONTANA DELL'APPENNINO BOLOGNESE";"SEZIONE REGIONALE EMILIA ROMAGNA";"78FC5FA9-D456-44DC-90F1-32FC194B44F5";"COMUNITA' MONTANA ALTA E MEDIA VALLE DEL RENO";"2007";"2";"65000000-3";"SERVIZI PUBBLICI.";"1"
"00072785FD";"";"11444";"ACQUISTO APPARATI DI RETE WIRELESS E FONIA PER LA SEDE DI CARUCCI 85";"195000.0";;"ACQUISTO APPARATI DI RETE WIRELESS E FONIA PER LA SEDE DI CARUCCI 85";"195000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-16";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000203769";"02327910580";"SOGEI SPA";"SEZIONE REGIONALE CENTRALE";"16B3E636-7B3E-4F78-A2F4-DAEDB863BA0D";"APPROVVIGIONAMENTI";"2007";"2";"30000000-9";"MACCHINE PER UFFICIO ED ELABORATORI ELETTRONICI, ATTREZZATURE E FORNITURE.";"1"
"0002867DE8";"";"4310";"PROGETTAZIONE E DIREZIONE LAVORI PER INTERVENTO DI RINNOVO DELLA STAZIONE ELETTRICA DI LAGO BORACIFERO (GR)";"184000.0";;"PROGETTAZIONE E DIREZIONE LAVORI PER INTERVENTO DI RINNOVO DELLA STAZIONE ELETTRICA DI LAGO BORACIFERO (GR)";"184000.0";"SERVIZI";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-08";"2007-02-23";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000225430";"05779661007";"TERNA - RETE ELETTRICA NAZIONALE SOCIETA' PER AZIONI (IN FORMA ABBREVIATA TERNA S.P.A.)";"SEZIONE REGIONALE CENTRALE";"7071C238-4F4D-4B21-884F-6437E59E9BF6";"AREA OPERATIVA TRASMISSIONE DI FIRENZE";"2007";"2";"74000000-9";"SERVIZI ARCHITETTONICI, DI INGEGNERIA, EDILI, GIURIDICI, CONTABILI E ALTRI SERVIZI PROFESSIONALI.";"1"
"0001121D10";"";"293";"PROGETTAZIONE PRELIMINARE, STUDIO DI PREFATTIBILITA' AMBIENTALE E PRIME INDICAZIONI DI SICUREZZA";"2510377.0";;"PROGETTAZIONE PRELIMINARE, STUDIO DI PREFATTIBILITA' AMBIENTALE E PRIME INDICAZIONI DI SICUREZZA";"2510377.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-01";"2007-04-11";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000247709";"97627400019";"ARES PIEMONTE";"SEZIONE REGIONALE PIEMONTE";"0F07CB56-A2EE-48FC-A68F-D72E90A75F38";"UFFICIO APPALTI E CONTRATTI";"2007";"2";"74000000-9";"SERVIZI ARCHITETTONICI, DI INGEGNERIA, EDILI, GIURIDICI, CONTABILI E ALTRI SERVIZI PROFESSIONALI.";"1"
"0003678B2B";"";"5873";"INTERVENTI DI SOLA MANODOPERA PER INFRASTRUTTURE";"44500.0";;"INTERVENTI DI SOLA MANODOPERA PER INFRASTRUTTURE";"44500.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-03-19";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000169553";"00794470377";"COMUNE DI IMOLA";"SEZIONE REGIONALE EMILIA ROMAGNA";"8DD9E65D-9589-4C33-AD51-1B5E9E34AC96";"SERVIZIO CONTRATTI";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0004108E03";"";"6608";"LAVORI DI MANUTENZIONE STRAORDINARIA STRADE E MARCIAPIEDI DELLA CITTÀ E DEI SOBBORGHI. PROGETTO ESECITIVO 2006.";"82530.0";;"LAVORI DI MANUTENZIONE STRAORDINARIA STRADE E MARCIAPIEDI DELLA CITTÀ E DEI SOBBORGHI. PROGETTO ESECITIVO 2006.";"82530.9";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-12";"2007-02-13";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000159323";"00429440068";"MUNICIPIO DI ALESSANDRIA";"SEZIONE REGIONALE PIEMONTE";"7A341F07-E975-423E-9ACA-F09C0073172D";"DIREZIONE LAVORI E OPERE PUBBLICHE";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"00047965C7";"";"7654";"SERVIZIO DI MENSA SCOLASTICA PRESSO LE SCUOLE DELL?INFANZIA, PRIMARIA, SECONDARIA DI PRIMO GRADO ED IL CENTRO ESTIVO ";"1532000.0";;"SERVIZIO DI MENSA SCOLASTICA PRESSO LE SCUOLE DELL?INFANZIA, PRIMARIA, SECONDARIA DI PRIMO GRADO ED IL CENTRO ESTIVO ";"1532000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-21";"2007-04-10";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000159324";"00207100389";"COMUNE DI TRESIGALLO";"SEZIONE REGIONALE EMILIA ROMAGNA";"F263512F-BA02-476F-84A2-0DC3A3D63F2B";"AREA SERVIZI ALL'UTENZA";"2007";"2";"55000000-0";"SERVIZI ALBERGHIERI E DI RISTORAZIONE.";"1"
"001010748E";"";"15505";"PROGETTAZIONE, COORDINAZIONE DI SICUREZZA NELLA FASE DI PIANIFICAZIONE  C/O IL MUSEO MINERARIO DI SCHNEEBERG";"33315.0";;"PROGETTAZIONE, COORDINAZIONE DI SICUREZZA NELLA FASE DI PIANIFICAZIONE  C/O IL MUSEO MINERARIO DI SCHNEEBERG";"33315.58";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2007-03-05";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000162143";"00390090215";"PROVINCIA AUTONOMA DI BOLZANO";"SEZIONE REGIONALE  PROVINCIA AUTONOMA DI BOLZANO";"65C6BD14-FE64-4A52-B82E-40106296D89F";"6.4. UFFICIO MANUTENZIONE OPERE EDILI";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"0003631464";"";"5808";"ACQUISIZIONE DI ATTREZZATURE TECNICO-SCIENTIFICHE E SANITARIE";"378000.0";;"N.4 DEFIBRILLATORI SEMIAUTOMATICI/MANUALI CON MONITOR";"15833.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-04-16";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000156832";"00204480420";"IST.NAZ.LE DI RIPOSO E CURA PER ANZIANI VITT EMANUELE II";"SEZIONE REGIONALE CENTRALE";"C174F99F-5847-495C-9724-54B28BF5BD64";"UFFICIO GARE";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"000239693B";"";"3397";"RISTRUTTURAZIONE DEL CIMITERO COMUNALE (RIFACIMENTO VECCHIO CORPO LOCULI IN LATO NORD)";"176.0";;"LOTTO UNICO - RISTRUTTURAZIONE CIMITERO";"176.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-03-07";"16";"ACCORDO QUADRO";"1";"CONTRATTO D'APPALTO";"0000163358";"00265370197";"COMUNE DI TRESCORE CREMASCO CR";"SEZIONE REGIONALE LOMBARDIA";"378A8551-A4B4-4044-BDEF-CAC19AA691BF";"AREA TECNICA";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0002690BD8";"";"4066";"AMPLIAMENTO DOTAZIONE LOCULI NEL CIMITERO DELLA FRAZIONE DI CARPENEDA";"72818.0";;"01";"72818.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-07";"2007-03-08";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000160535";"00435460175";"COMUNE DI VOBARNO";"SEZIONE REGIONALE LOMBARDIA";"3424";"UFFICIO TECNICO COMUNALE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0005629531";"";"9069";"SERVIZIO DI RACCOLTA E SMISTAMENTO DELLA POSTA COMPRESA LA GESTIONE DELLE SPEDIZIONI POSTALI, IL RECAPITO ED ALTRE ATTIVITÀ ACCESSORIE ALLA CONSEGNA ALL?INTERNO DEGLI UFFICI DELL?ENI S.P.A. E DI ALTRE SOCIETÀ DEL GRUPPO ENI SITE IN ROMA,  SAN DONATO MILANESE (MI), TORINO, GENOVA, MARGHERA, SANNAZZARO DE? BURGUNDI (PV), NONCHÉ LE ATTIVITÀ DI FACCHINAGGIO, A SUPPORTO DEL SERVIZIO DI POSTA, DA SVOLGERSI PER I MEDESIMI UFFICI  NELLE MEDESIME LOCALITÀ.";"38000000";;"SERVIZIO DI RACCOLTA E DI SMISTAMENTO DELLA POSTA, GESTIONE DELLE SPEDIZIONI POSTALI ED ALTRE ATTIVITÀ ACCESSORIE, PRESSO GLI UFFICI DELL?ENI S.P.A. E DI ALTRE SOCIETÀ DEL GRUPPO ENI SITI IN ROMA, SAN DONATO MILANESE, TORINO, GENOVA, PORTO MARGHERA, SANNAZZARO DE? BURGUNDI.";"38000000";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-05-07";"16";"ACCORDO QUADRO";"1";"CONTRATTO D'APPALTO";"0000234573";"11665650153";"ENISERVIZI S.P.A.";"SEZIONE REGIONALE CENTRALE";"FC611A77-0A94-4B6A-A5B0-9611846853EE";"APPRO";"2007";"2";"64000000-6";"SERVIZI DI POSTE E TELECOMUNICAZIONI.";"1"
"2663140CA3";"";"2717947";"PROCEDURA PER LAFFIDAMENTO DELLA FORNITURA IN SOMMINISTRAZIONE DI VETRERIA E MATERIALE DI CONSUMO VARIO PER LE UU.OO. OSPEDALIERE.";"74980.25";"67";"PINZETTE CHIRURGICHE A PUNTE DRITTE ETC.(EX LOTTO N.51)";"37.87";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-09";"2007-02-27";"3";"PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE";"7";"ACQUISIZIONE IN ECONOMIA";"0000248418";"01825570854";"AZIENDA SANITARIA PROVINCIALE DI CALTANISSETTA";"SEZIONE REGIONALE SICILIA";"2180AEA3-27B7-445F-B15E-F67F7D5EBD07";"P.O.S.ELIA  U.O. PROVVEDITORATO";"2007";"2";"33141624-0";"MATERIALE DI SOMMINISTRAZIONE.";"1"
"000105676E";"";"128";"SERVIZIO MANUTENZIONE AREE A VERDE FABBRICATI ALER ANNO 2007 ZONA ERBA-CANTU'";"50000.0";;"MANUTENZIONE VERDE ZONA ERBA-CANTU'";"50000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2007-03-13";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000155987";"00224840132";"AZIENDA LOMBARDA PER L'EDILIZIA RESIDENZIALE DELLA PROVINCIA DI C OMO (A.L.E.R.)";"SEZIONE REGIONALE LOMBARDIA";"DD3453C6-171E-4253-854F-CB44E5650019";"SETTORE APPALTI";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"1852026433";"";"1924499";"NOLEGGIO FOTOCOPIATRICI 2007/2011";"2324.5";;"NOLEGGIO FOTOCOPIATRICI 2007/2011";"2324.5";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-03-07";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"7";"ACQUISIZIONE IN ECONOMIA";"0000325662";"82001660420";"LICEO SCIENTIFICO STATALE LEONARDO DA VINCI";"SEZIONE REGIONALE CENTRALE";"8DD02C92-E2D4-41FE-95A7-0A64D8B2EE22";"LICEO SCIENTIFICO STATALE JESI";"2007";"2";"";"";
"0003401696";"";"5458";"P.N.S.S. 2004 - 3° STRALCIO P.LE CADUTI DEL LAVORO. OPERE DI COMPLETAMENTO PER VARIANTE ALLA VIABILITA' DI SERVIZIO SUPERMERCATO COOP.";"38000.0";;"P.N.S.S. 2004 - 3° STRALCIO P.LE CADUTI DEL LAVORO. OPERE DI COMPLETAMENTO PER VARIANTE ALLA VIABILITA' DI SERVIZIO SUPERMERCATO COOP.";"38000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-09";"2007-02-19";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000159025";"00162210348";"COMUNE DI PARMA";"SEZIONE REGIONALE EMILIA ROMAGNA";"D320DA06-8918-415D-A69F-003400426180";"SETTORE LAVORI PUBBLICI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"000320118C";"";"4986";"AFFIDAMENTO SERVIZIO CENTRO DI AGGREGAZIONE SOCIALE";"111741.0";;"SERVIZIO CENTRO DI AGGREGAZIONE SOCIALE";"111741.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-03-09";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000158634";"00253250906";"COMUNE DI TEMPIO PAUSANIA";"SEZIONE REGIONALE SARDEGNA";"87F2A012-591F-437A-A5D1-15FB98D9FB29";"SETTORE TECNICO";"2007";"2";"85000000-9";"SERVIZI SANITARI E DI ASSISTENZA SOCIALE.";"1"
"0001662B83";"";"1599";"FORNITURA, MEDIANTE COTTIMO FIDUCIARIO, DI UNA TRATTRICE GOMMATA";"53300.0";;"FORNITURA, MEDIANTE COTTIMO FIDUCIARIO, DI UNA TRATTRICE GOMMATA";"53300.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-02";"2007-02-26";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000173572";"01055350399";"CONSORZIO DI BONIFICA DELLA ROMAGNA OCCIDENTALE";"SEZIONE REGIONALE EMILIA ROMAGNA";"4393";"UFFICIO TECNICO";"2007";"2";"34000000-7";"VEICOLI A MOTORE, RIMORCHI E PEZZI DI RICAMBIO PER VEICOLI.";"1"
"2257145EF6";"";"2333651";"APP.TI - ASSEGNAZIONE, A SEGUITO DI PROCEDURA NEGOZIATA DELLA FORNITURA DI MATERIALE SANITARIO VARIO OCCORRENTE ALL?AZIENDA USL DI REGGIO EMILIA . POS. 5/98-2007 - CIG RICHIESTO UNICAMENTE AI FINI DELLA TRACCIABILITA DEI PAGAMENTI, COMUNICATO PRESIDENTE AVCP SUI CONTRATTI PUBBLICI DEL 13/01/2011, PER TANTO CONTRIBUTO NON DOVUTO";"18410.0";"2";"KIT RIMOZIONE SUTURE";"9890.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-03-14";"24";"AFFIDAMENTO DIRETTO";"7";"ACQUISIZIONE IN ECONOMIA";"0000187277";"01598570354";"AZIENDA UNITA  SANITARIA LOCALE DI REGGIO EMILIA";"SEZIONE REGIONALE EMILIA ROMAGNA";"E05AF1D2-F4EB-4CE7-B311-505E5866AF37";"SERVIZIO APPROVVIGIONAMENTI";"2007";"2";"33190000-8";"PRESIDI MEDICO-SANITARI VARI.";"1"
"0001788380";"";"1939";"LAVORI DI MANUTENZIONE STRAORDINARIA DELLA SS 374 DIR - COD. 33/06";"122950.0";;"LAVORI DI MANUTENZIONE STRAORDINARIA DELLA SS 374 DIR - COD. 33/06";"122950.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-03-19";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000234431";"80000190647";"AMMINISTRAZIONE PROVINCIALE AVELLINO";"SEZIONE REGIONALE CAMPANIA";"EFC160F8-7F2A-49BE-9537-D50B616C9DBD";"SETTORE LAVORI PUBBLICI";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0007492696";"";"11729";"KIT PER LAVAGGIO CIRCUITO EXTRACORPOREO";"85716.0";;"KIT PER LAVAGGIO CIRCUITO EXTRACORPOREO";"85716.8";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-02-24";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000200304";"02573090236";"AZIENDA ULSS 9 SCALIGERA";"SEZIONE REGIONALE VENETO";"779F965F-4AC4-46C4-BCCC-2550499EF67F";"SERVIZIO ACQUISTI ED APPALTI";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"000607553E";"";"9841";"NUOVE USCITE IN CAVO INTERRATO MT ACQUEDOTTO E PRATO DALLA CABINA PRIMARIA DI CONDERA UBICATA NEL COMUNE DI REGGIO CALABRIA-APR1500 ";"124215.0";;"NUOVE USCITE IN CAVO INTERRATO MT ACQUEDOTTO E PRATO DALLA CABINA PRIMARIA DI CONDERA UBICATA NEL COMUNE DI REGGIO CALABRIA-APR15000 ";"124215.6";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-03-14";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000169574";"00811720580";"ENEL - SPA";"SEZIONE REGIONALE CENTRALE";"826E80FC-D721-4DB5-AAC6-25DA9B86815A";"ENEL S.P.A.-ACQUISTI E SERVIZI-APPROVVIGIONAMENTI RETI E MERCATO-APPALTI RETE ELETTRICA";"2007";"2";"40000000-2";"ELETTRICITÀ, GAS, ENERGIA E COMBUSTIBILI NUCLEARI, VAPORE, ACQUA CALDA ED ALTRE SORGENTI DI ENERGIA.";"1"
"0003643E48";"";"5826";"SERVIZIO DI ORGANIZZAZIONE DEI TURNI DI SOGGIORNO PER ANZIANI PER L'ANNO 2007 IN LOCALITÀ DI MARE, LAGO E MONTAGNA";"183418.0";;"SOGGIONO RIVAZZURRA";"20166.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-03-21";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000164904";"00644060287";"COMUNE DI PADOVA";"SEZIONE REGIONALE VENETO";"9E735321-5DCE-4B5C-A5E0-563481DC986B";"SETTORE AMM.VO LL.PP. E APPALTI";"2007";"2";"55000000-0";"SERVIZI ALBERGHIERI E DI RISTORAZIONE.";"1"
"0005270CED";"";"8486";"LAVORI DI COMPLETAMENTO DELLA CIRCONVALLAZIONE DI RIGNANO SULLA S:P. N.89 ? I° LOTTO";"2215687.0";;"LAVORI DI COMPLETAMENTO DELLA CIRCONVALLAZIONE DI RIGNANO SULLA S.P. N.89  - I° LOTTO";"2215687.46";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-28";"2007-03-27";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000241139";"80016450480";"CITTA' METROPOLITANA DI FIRENZE";"SEZIONE REGIONALE TOSCANA";"C7B8F060-CAAF-474A-9511-EE4243943858";"PROVVEDITORATO APPALTI CONTRATTI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"07842721BA";"";"4085";"DISPOSITIVI PER INFUSIONE, DRENAGGIO E RACCOLTA LIQUIDI";"1790827.0";;"RACCORDI A Y";"700.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2007-03-19";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000546419";"03775110988";"AZIENDA SOCIO-SANITARIA TERRITORIALE DEGLI SPEDALI CIVILI DI BRESCIA";"SEZIONE REGIONALE LOMBARDIA";"8A9A0958-9792-4327-A88D-C8CD0202FBAD";"SERVIZIO APPROVVIGIONAMENTI";"2007";"2";"33141600-6";"RECIPIENTI E SACCHE DI RACCOLTA, MATERIALE DI DRENAGGIO.";"1"
"0002328120";"";"3210";"SERVIZIO DI ASSISTENZA DOMICILIARE DISABILI";"1034816.0";;"1";"1034816.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-09";"2007-04-12";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000156743";"00175500883";"COMUNE DI MODICA";"SEZIONE REGIONALE SICILIA";"C1E8E998-4B4D-4658-83CD-0A0C2896D35E";"SERVIZIO CONTRATTI FORNITURE E SERVIZI";"2007";"2";"85000000-9";"SERVIZI SANITARI E DI ASSISTENZA SOCIALE.";"1"
"00023871D0";"";"3368";"SERVIZIO DI RACCOLTA, TRASPORTO E SMALTIMENTO DI RIFIUTI SANITARI SPECIALI PERICOLOSI E NON PERICOLOSI";"537281.0";;"RIFIUTI SANITARI SPECIALI PERICOLOSI";"219077.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-06";"2007-03-19";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000235246";"12314450151";"AZIENDA OSPEDALIERA G. SALVINI";"SEZIONE REGIONALE LOMBARDIA";"8841F871-47A6-4D84-9A4E-B5D4797DE8C4";"AREA TECNICO PATRIMONIALE";"2007";"2";"90000000-7";"SERVIZI DI SMALTIMENTO DI RIFIUTI E ACQUE REFLUE, SERVIZI DI IGIENIZZAZIONE E SERVIZI AMBIENTALI.";"1"
"0105416009";"";"154121";"ACQUISTO SWITCH";"80000.0";;"SWITCH";"80000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-06";"2007-12-14";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000247758";"80184430587";"MINISTERO GRAZIA E GIUSTIZIA-DIPART.TO AMMIN. PENITENZIARIA";"SEZIONE REGIONALE CENTRALE";"940110A1-4B5D-4310-8EF2-A1775993E396";"C.I.S.I.A MILANO";"2007";"2";"30000000-9";"MACCHINE PER UFFICIO ED ELABORATORI ELETTRONICI, ATTREZZATURE E FORNITURE.";"1"
"00048355F6";"";"7706";"FORNITURA E POSA IN OPERA DI PREFABBRICATO AD USO SPOGLIATOI PRESSO LA SEDE DELLA POLIZIA MUNICIPALE";"160000.0";;"FORNITURA E POSA IN OPERA DI PREFABBRICATO AD USO SPOGLIATOI PRESSO LA SEDE DELLA POLIZIA MUNICIPALE";"160000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-21";"2007-03-20";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000179370";"00354730392";"COMUNE DI RAVENNA";"SEZIONE REGIONALE EMILIA ROMAGNA";"05D0794C-81FE-4E94-A693-B285609C6972";"SERVIZIO APPALTI CONTRATTI ED ACQUISTI";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0004012ECA";"";"6461";"FORNITURA ED INSTALLAZIONE DI ARREDI PER GLI UFFICI COMUNALI (2 LOTTI)";"42306.0";;"FORNITURA E INSTALLAZIONE DI ARREDI PER UFFICI";"42306.34";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-09";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000155016";"00199700493";"COMUNE DI CECINA";"SEZIONE REGIONALE TOSCANA";"036D1FF1-536D-401C-8215-DA74E543FA03";"SETTORE SERVIZI AL CITTADINIO ED ALLE IMPRESE";"2007";"2";"36000000-1";"BENI MANUFATTI, MOBILI, ARTIGIANATO, PRODOTTI PER USO SPECIALE E MATERIALE CORRENTE AFFINE.";"1"
"000395823E";"";"6345";"LAVORI DI RESTAURO DEL PARCO VILLA SCIARRA IN ROMA";"242509.0";;"LAVORI VERDE E ARREDO URBANO";"242509.9";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-28";"2007-03-26";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000207775";"02438750586";"ROMA CAPITALE";"SEZIONE REGIONALE LAZIO";"C75C6D6B-E0C9-4216-8715-A8F1127F3C28";"DIP.X - STAFF DIPARTIMENTALE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
